Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Fire,Fire,CUPA,,"hazardous, materials, inspection, CRTK",CRTK hazardous materials inspection - category 4,1442.67,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review",CUPA - annual CalARP Review: level 1 - per facility,865.6,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review",CUPA - annual CalARP Review: level 2 - per facility,1442.67,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review",CUPA - annual CalARP Review: level 3 - per facility,2885.34,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review","CUPA - per facility, CalARP Review - add'l rev &insp",,Actual costs,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, silver",CUPA - county charges: hazardous waste generation-silver waste only ,295,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges: hazardous waste generation, 1-5 Employees ",590,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges: hazardous waste generation, 6-19 Employees ",828,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges: hazardous waste generation, 20-100 Employees ",1131,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges: hazardous waste generation, 101-500 Employees ",1644,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges: hazardous waste generation, 501 Employees and over ",2815,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, exempt, permit",CUPA - county charges: hazardous waste generation/tiered permit-conditionally exempt ,139,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.  
Fee is set by and passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, permit",CUPA - county charges: hazardous waste generation/tiered permit-permit by rule ,1308,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.
  Fee is passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, permit, conditional",CUPA - county charges: hazardous waste generation/tiered permit-conditionally authorized ,916,,,,,,,"Fee is not subject to the City's established annual administrative revision and increase.
  Fee is passed through to Los Angeles County.",,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, oversight",CUPA - state underground storage tank administrative charges (passed by State): underground storage tank oversight,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank",CUPA - State Administrative Surcharge (passed by State): all CUPA facilities,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, CalARP, ARP","CUPA - state underground storage tank administrative charges: CalARP, per facility",,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, electronic, surcharge","CUPA - state underground storage tank administrative charges: Electronic Surcharge, per facility",,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, above, tank, surcharge",CUPA - state aboveground tank administrative  surcharge ,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, fee",CUPA - city administrative fee - per CUPA Facility,553.58,,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit, base",Underground Tank Permit (Base & 1st Tank),2048.81,,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit ",Underground Tank Permit (ea add'l Tank),409.32,,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit, exempt",Underground Tank Permit (Exempt),409.32,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"compliance, reinspection, resubmittal, retest","Miscellaneous - compliance reinspections, resubmittals or retesting",287.42,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"inspection, services",Miscellaneous - inspection services,287.42,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"fire, marshal",Administrative Costs: Assistant Fire Marchall (each hour or fraction),,Actual Cost,per hour,,,,,,,
Fire,Fire,Miscellaneous Fees,,"senior, fire, inspector ",Administrative Costs: Senior Fire Inspector (each hour or fraction),,Actual Cost,per hour,,,,,,,
Fire,Fire,Miscellaneous Fees,,"senior, fire, inspector, hazmat, hazardous",Administrative Costs: Senior Fire Inspector-Hazmat (each hour or fraction),,Actual Cost,per hour,,,,,,,
Fire,Fire,Miscellaneous Fees,,"fire, inspector",Administrative Costs: Fire Inspector (each hour or fraction),,Actual Cost,per hour,,,,,,,
Fire,Fire,Miscellaneous Fees,,"environmental, compliance, specialist",Administrative Costs: Environmental Compliance Specialist (each hour or fraction),,Actual Cost,per hour,,,,,,,
Fire,Fire,Suppression and Rescue Fee,,"nursing, facility, patient, care, fee",Skilled nursing facility patient assessment and care fee ,942.77,,,,,,,,,
Fire,Fire,Suppression and Rescue Fee,,"hazardous, materials, vehicle, accident, fee ",Hazardous materials vehicle accident discharge fee,942.77,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"Advanced Life Support, ALS, 911, Paramedics, Emergency",Advanced Life Support Assessment Fee  (The difference between the Los Angeles County approved Advanced Life Support rate and the Los Angeles County Basic Life Support rate.),,County Set Charge,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"Code-3 Response, Lights and Sirens, Emergency, Paramedics",Code-3 Response Fee-Lights and Siren (The fee is set by LA County),,County Set Charge,,,,,,,,
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Single Evening Performance, Non-Profit Organization",300,,,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental, Weekly Rental Charges: 3 weeks or less, Non-Profit Organization",720,,4 shows per weekend,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,Fee includes 25 hours of rehearsal time.  This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental, Weekly Rental Charges: 4 weeks or more, Non-Profit Organization",820,,4 shows per weekend,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,Fee includes 25 hours of rehearsal time.  This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental, Additional Rehearsal/Usage Time, Non-Profit Organization",20,,per hour,,,,Non-Profit Organization,Additional Rehearsal/Usage Time for user groups exceeding the 25-hour rehearsal time included in weekly rentals fee.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Monday - Thursday (9 - 5), Non-Profit Organization",20,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Monday - Thursday (5 - 11), Non-Profit Organization",25,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Saturday - Sunday (9 - 5), Non-Profit Organization",30,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Aquatics/Swimming,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Saturday - Sunday (5 - 11), Non-Profit Organization",35,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"" target=""_blank"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Annual Permit, Miscellaneous Facilities",100,,per year,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  January - March, Miscellaneous Facilities",100,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  April - June, Miscellaneous Facilities",75,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  July - September, Miscellaneous Facilities",50,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  October - December, Miscellaneous Facilities",25,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,,"Lawn Bowling, Lawn Bowling Maintenance Charge, Lawn Bowling Facilities, Douglas Park, Douglas Park Lawn bowling","Douglas Park Lawn Bowling Green, Annual Maintenance Charge, Miscellaneous Facilities",1870.04,,,,,,,The use of the Douglas Park Lawn Bowling Green is permitted to the Santa Monica Lawn Bowling Club.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits ,"BBQ, Picnic Tables, Grills, Park, Permit, Group, Event","Group BBQ/Picnic Areas (up to 150 people),  Resident, Miscellaneous Facilities",60,,"per 4 - hour block, additional fee for extra hours",15,per hour,,Residents,Groups over 150 people must apply for a Community Events Permits.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits ,"BBQ, Picnic Tables, Grills, Park, Permit, Group, Event","Group BBQ/Picnic Areas (up to 150 people), Non-Resident, Miscellaneous Facilities",90,,"per 4 - hour block, additional fee for extra hours",22.5,per hour,,Non-Residents,Groups over 150 people must apply for a Community Events Permits.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps Permit ",108.16,,,,,,,"All permits expire December 31st of each year, regardless of date issued.
Permit fees shall be subject to the City’s annual administrative revision and increase 
set forth in this resolution.
No more than 15 small and 15 medium or large permits may be issued for 
 Palisades Park. A Request for Proposal process, lottery or other allocation 
These permit fees do not apply to surf instruction for compensation and commercial 
 groups requiring a Youth Group Beach/Water Activity Permit.

  This fee is not subject to the annual administrative revision and increase per resolution.",,
City Manager,City TV,Video Production Services,,Jib,City TV Production Services - Rental/Equipment Use - Jib,30,,Hourly Rate,,,,,,,"<a href=""http://finance.smgov.net/fees-taxes/city-tv-notes"" target=""_blank"">City TV Notes</a>"
Community and Cultural Services,Human Services,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit, Request for Proposal, lottery, allocation process","Commercial Fitness or Athletic Instruction, Permit fee if a Request for Proposal process, lottery or other allocation process is required.      ",162.24,,,,,,,"All permits expire December 31st of each year, regardless of date issued.
Permit fees shall be subject to the City’s annual administrative revision and increase 
set forth in this resolution.
No more than 15 small and 15 medium or large permits may be issued for 
 Palisades Park. A Request for Proposal process, lottery or other allocation 
These permit fees do not apply to surf instruction for compensation and commercial 
 groups requiring a Youth Group Beach/Water Activity Permit.

This fee is not subject to the annual administrative revision and increase per resolution.",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: small group size (not more than 2)",450,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: medium group size (not more than 10), Use Charge",900,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: large group size (more than 10), Use Charge",1350,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: small group size (not more than 2)",675,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: medium group size (not more than 10)",1350,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: large group size (more than 10)",2025,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Reed Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Reed Park Permit: small group size (not more than 2), Use Charge",225,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Reed Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Reed Park Permit: medium group size (not more than 10), Use Charge",450,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 2030 Ocean Avenue lot, Large",8946.79,,per day,,,,,,,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Reed Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Reed Park Permit: large group size (more than 10), Use Charge",675,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated 
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.
",,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, house, residential, single family","Transportation Impact Fee Program,  Residential (dwelling unit),  Single Family,  
Area 1",8231.11,,,,,,Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, condo, condominium, apartment building","Transportation Impact Fee Program,  Residential (dwelling unit),  Multi-Family,  
Area 1",2815.91,,,,,,Residents,Transportation Impact Fee Program (TIF),,
Community and Cultural Services,Community Recreation,Aquatics/Swimming,Permits,"Surf instructor annual fees, permit fees, surf camp, sand camp, beach, beach activity, water, water activity, youth","Surfing instruction or Youth Group Beach/Water Activity Permit Fees, Surfing instruction or Youth Group Beach/Water Activity on Santa Monica State Beach",162.24,,,,,,,"An additional charge consisting of a percentage of gross receipts shall be charged for authorization to provide surfing instruction and youth group beach/water activity on Santa Monica State Beach. The exact percentage of gross receipts to be paid shall be proposed by applicants and shall be a criterion used in the awards of permits. Preference shall be granted to proposals with higher percentages. The minimum percentage shall be ten percent of gross receipts.
Youth Group Beach/Water Activity permittees that use the beach no more than twice a week are exempt from the permit fee and use charge. 
Accredited educational institutions providing surf instructions are exempt from the permit fee and use charge.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events, Application Fee, 16+ weeks in advance",76.79,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events, Application Fee, 12 - 15 weeks in advance",146.01,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events, Application Fee, 8 - 11 weeks in advance",292.03,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 2 Events, Application Fee ",50,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt. This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 3 Events, Application Fee ",50,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt. This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, SMMUSD Events, Application Fee ",50,,,,,,,Pier Restoration Corporation and Bayside District Corporation produced events are exempt.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events Only, Simple Events, Administrative Fee",93.02,,,,,,,"Pier Restoration Corporation and Bayside District Corporation produced events are exempt.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events Only, Intermediate Events, Administrative Fee",399.1,,,,,,,"Pier Restoration Corporation and Bayside District Corporation produced events are exempt.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events Only, Complex Events, Administrative Fee",680.31,,,,,,,"Pier Restoration Corporation and Bayside District Corporation produced events are exempt.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events, Fixed Venue Site",176.3,,,,,,,"Additional cost applies if notification is extended (for events extending beyond a fixed venue site); the cost is $0.56 per piece.
",,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees, Category 1 Events, Fixed Venue Site, Extended Notification Fee",0.61,,per piece,,,,,Cost applies if notification is extended (for events extending beyond a fixed venue site); the cost is $0.61 per piece.,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 2030 Ocean Avenue lot, Small",4473.39,,per day,,,,,,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 2600 Barnard Way lot, Ocean Avenue lot, Small",2236.7,,per day,,,,,,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 2600 Barnard Way lot, Ocean Avenue lot, Large",4473.39,,per day,,,,,,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 1550 PCH lot, Small",2236.7,,per day,,,,,,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 1550 PCH lot, Medium",4473.39,,per day,,,,,,,
Community and Cultural Services,Human Services,Aquatics/Swimming,Permits,"Permit, Application, Beach Parking Lot, SM Pier, Parks, Race, Parade, Street Closure, 150 Participants, ","Community Event Fees,  Beach parking lot, 1550 PCH lot, Large",8946.79,,per day,,,,,,,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, retail, restaurant","Transportation Impact Fee Program,  Non-Residential,  Retail,  
Area 1",22.74,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, office, creative office","Transportation Impact Fee Program,  Non-Residential, Office,  
Area 1",10.51,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, medical, commercial","Transportation Impact Fee Program,  Non-Residential, Medical Office,  
Area 1",30.43,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, hotel, motel, room","Transportation Impact Fee Program,  Non-Residential,
Lodging,  
Area 1",3.9,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, commercial, light industrial, industrial, auto storage","Transportation Impact Fee Program,  Non-Residential,  Industrial,  
Area 1",1.3,,per square footage,,,,Non-Residents,Transportation Impact Fee Program (TIF),,
Planning and Community Development,City Planning/Development Review,Fees,,"development fee, transportation impact, TIF, house, residential, single family","Transportation Impact Fee Program,  Residential (dwelling unit),  Single Family,  Area 2",8447.72,,,,,,Residents,Transportation Impact Fee Program (TIF),,
