Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee  -  Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 5.0 - 5.5 Hours, Weekday",$   14.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 5.5 Hours or More, Weekday",$   17.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: Daily Maximum, Weekday",$   17.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: Lost Tickets, Weekday",$   17.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 9: First 90 minutes, Weekend",$   - 0,Free,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 1.5 - 2.0 Hours, Weekend",$   2.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 2.0 - 2.5 Hours, Weekend",$   3.50,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 2.5 - 3.0 Hours, Weekend",$   5.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 3.0 - 3.5 Hours, Weekend",$   7.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 3.5 - 4.0 Hours, Weekend",$   9.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 4.0 - 4.5 Hours, Weekend",$   11.50,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  meter, downtown,","Meters, Downtown Zone: (Time restrictions apply)",$   2.50,,Hourly,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 4.5 - 5.0 Hours, Weekend",$   14.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 5.0 - 5.5 Hours, Weekend",$   17.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: 5.5 Hours or More, Weekend",$   20.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: Daily Maximum, Weekend",$   20.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: Lost Tickets, Weekend",$   20.00,,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 9: Sundays 6:00 am - 11:00 am, Weekend",$   - 0,Free,Flat,,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,  reserve, construction, film,","Structures Daily Fees,  Parking Structure 9: Reserved parking for filming, construction or other exclusive use",$   - 0,"3x Maximum 
Daily Rate","Per Space,
 Per Day",,,,,This is an automated parking facility: take your parking ticket with you and use pay machine prior to returning to your vehicle.,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Permits,,"permit, parking rate,  downtown,","Downtown Structures Daily Fees, Downtown Parking Structure 9: Permits Valid Anytime",$   187.00,,Monthly,,,,,"Downtown Employees or Residents
-Employees of a commercial establishment located in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of Pico Blvd
-Residents in buildings with no onsite parking in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of California Ave and Pico Blvd 
Affordable Housing
-Residents of a multi-family building with current and valid disabled placards
-The building is located within the area bounded by Second Street, Wilshire Blvd, Fourth Street, and Colorado Avenue
-100% of the building units are affordable housing
-No onsite parking exists for the building","<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: First 30 minutes, Weekday",$   0.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 0.5 - 1.0 Hours, Weekday",$   1.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 1.0 - 1.5 Hours, Weekday",$   1.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 1.5 - 2.0 Hours, Weekday",$   2.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 2.0 - 2.5 Hours, Weekday",$   3.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 2.5 - 3.0 Hours, Weekday",$   4.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 3.0 - 3.5 Hours, Weekday",$   5.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 3.5 - 4.0 Hours, Weekday",$   7.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 4.0 - 4.5 Hours, Weekday",$   9.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 4.5 - 5.0 Hours, Weekday",$   11.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 5.0 - 5.5 Hours, Weekday",$   14.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 5.5 Hours or More, Weekday",$   17.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: Daily Maximum, Weekday",$   17.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: First 30 minutes, Weekend",$   0.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 0.5 - 1.0 Hours, Weekend",$   1.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 1.0 - 1.5 Hours, Weekend",$   1.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 1.5 - 2.0 Hours, Weekend",$   2.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 2.0 - 2.5 Hours, Weekend",$   3.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 2.5 - 3.0 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 3.0 - 3.5 Hours, Weekend",$   7.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 3.5 - 4.0 Hours, Weekend",$   9.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 4.0 - 4.5 Hours, Weekend",$   11.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 4.5 - 5.0 Hours, Weekend",$   14.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 5.0 - 5.5 Hours, Weekend",$   17.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: 5.5 Hours or More, Weekend",$   20.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: Daily Maximum, Weekend",$   20.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  downtown,  reserve, construction, film,","Structures Daily Fees,  Parking Structure 10: Reserved parking for filming, construction or other exclusive use",$   - 0,"3x Maximum 
Daily Rate","Per Space,
 Per Day",,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Permits,,"permit, parking rate,  downtown,","Structures Daily Fees,  Parking Structure 10: Permits Valid Anytime",$   187.00,,Monthly,,,,,"Downtown Employees or Residents
-Employees of a commercial establishment located in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of Pico Blvd
-Residents in buildings with no onsite parking in the area bounded by California Ave, Lincoln Blvd, Pico Blvd and Ocean Ave including east/west sides of Lincoln Blvd and north/south sides of California Ave and Pico Blvd 
Affordable Housing
-Residents of a multi-family building with current and valid disabled placards
-The building is located within the area bounded by Second Street, Wilshire Blvd, Fourth Street, and Colorado Avenue
-100% of the building units are affordable housing
-No onsite parking exists for the building","<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: First 30 minutes, Weekday",$   - 0,Free,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 0.5 - 1.0 Hours, Weekday",$   0.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 1.0 - 1.5 Hours, Weekday",$   1.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 1.5 - 2.0 Hours, Weekday",$   2.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 2.0 - 2.5 Hours, Weekday",$   3.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 2.5 - 3.0 Hours, Weekday",$   4.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 3.0 - 3.5 Hours, Weekday",$   5.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 3.5 - 4.0 Hours, Weekday",$   7.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 4.0 - 4.5 Hours, Weekday",$   8.50,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 4.5 - 5.0 Hours, Weekday",$   10.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 5.0 - 5.5 Hours, Weekday",$   12.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 5.5 Hours or More, Weekday",$   14.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: Daily Maximum, Weekday",$   14.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: Lost Tickets, Weekday",$   14.00,,Per Ticket,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: First 30 minutes, Weekend",$   - 0,Free,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 0.5 - 1.0 Hours, Weekend",$   1.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 1.0 - 1.5 Hours, Weekend",$   2.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 1.5 - 2.0 Hours, Weekend",$   3.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 2.0 - 2.5 Hours, Weekend",$   4.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 2.5 - 3.0 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 3.0 - 3.5 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 3.5 - 4.0 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 4.0 - 4.5 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 4.5 - 5.0 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 5.0 - 5.5 Hours, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: 5.5 Hours or More, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: Daily Maximum, Weekend",$   5.00,,Flat,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,","Downtown Structures Daily Fees, Main Library Garage: Lost Tickets, Weekend",$   5.00,,Per Ticket,,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
Planning and Community Development,Parking Operations,Parking,,"parking, daily parking, hourly parking, parking rate,  library,  reserve, construction, film,","Downtown Structures Daily Fees, Main Library Garage: Reserved parking for filming, construction or other exclusive use",$   - 0,"3x Maximum 
Daily Rate","Per Space,
 Per Day",,,,,,"<a href=""https://www.smgov.net/Departments/PCD/Transportation/Motorists-Parking/Where-to-Park/"">Where to Park</a>",
