Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Beach Parking, Parking","Parking Rates, Southern Beach Zone Lots 4S & 5S, Winter: Nov 1 - Mar 31, Weekdays",6,,Per Entry,,,,,Use pay machine if no attendant is on duty and display receipt on dashboard. ,,Beach Parking lot hours: Sunrise to Sunset only. Parking after hours is prohibited unless vehicle displays current and valid Overnight Resident permit.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Beach Parking, Parking","Parking Rates, Southern Beach Zone Lots 4S & 5S, Winter: Nov 1 - Mar 31, Weekends",8,,Per Entry,,,,,Use pay machine if no attendant is on duty and display receipt on dashboard. ,,Beach Parking lot hours: Sunrise to Sunset only. Parking after hours is prohibited unless vehicle displays current and valid Overnight Resident permit.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Beach Parking, Parking, Hourly Parking","Parking Rates, Southern Beach Zone Lots 4S & 5S, Designated Short-Term Lot ",1,,Hourly,,,,,Short-term parking lot: Maximum 2 hours. Use pay machine if no attendant is on duty and display receipt on dashboard. ,,Beach Parking lot hours: Sunrise to Sunset only. Parking after hours is prohibited unless vehicle displays current and valid Overnight Resident permit.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Southern Beach Zone Lots 4S & 5S, Bus rate","Parking Rates, Southern Beach Zone Lots 4S & 5S, Bus rate",,3x the daily rate,Per Entry,,,,,Use pay machine if no attendant is on duty and display receipt on dashboard. ,,Beach Parking lot hours: Sunrise to Sunset only. Parking after hours is prohibited.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Beach Parking, Parking, RV Parking","Parking Rates, Southern Beach Zone Lots 4S & 5S, Recreational Vehicle rate",,4x the daily rate,Per Entry,,,,,Use pay machine if no attendant is on duty and display receipt on dashboard. ,,Beach Parking lot hours: Sunrise to Sunset only. Parking after hours is prohibited.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Permit Fees, Downtown Parking, Parking","Parking Rates, Southern Beach Zone Lots 4S & 5S, Sunday Morning Main Street Farmers Market Patrons",,"Refund, with proof of purchase from the market",,,,,,"Farmers Market Vendors, Staff, and Performers: Refund or validation of parking fee.",,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates, All Beach Lots, Vehicles Displaying Current and Valid Disabled Placards",,Free,,,,,,"One free annual permit. Residents living in the North, South, or Cental Beach Zones.",,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Parking, Annual","Parking Rates and Permit Fees, Beach Lot Permits, California Resident Day Beach Permits, Annual Permit ",155,,Annual,,,,,Annual beach permits are valid from January 1 to December 31.,,"Day Beach permits are issued only to California Residents who can provide current California Driver’s License and California vehicle registration reflecting applicant's name and residential address. Day Beach permits are valid at City of Santa Monica beach lots 1N - 9N, 2S - 5S, excluding the two-hour short-term areas. Day Beach permits are not valid on the Pier deck or in the Annenberg Beach House lot. Permits are valid sunrise to sunset only. "
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Parking, Semi-Annual","Parking Rates and Permit Fees, Beach Lot Permits,  California Resident Day Beach Permits , Semi-Annual Permit",105,,Semi-Annual,,,,,Semi-Annual beach permits are valid from January 1 to June 30 or July 1 to December 31.,,"Day Beach permits are issued only to California Residents who can provide current California Driver’s License and California vehicle registration reflecting applicant's name and residential address. Day Beach permits are valid at City of Santa Monica beach lots 1N - 9N, 2S - 5S, excluding the two-hour short-term areas. Day Beach permits are not valid on the Pier deck or in the Annenberg Beach House lot. Permits are valid sunrise to sunset only."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Main Street, Parking","Parking Rates and Permit Fees, Main Street Lots 9,  10,  11 and 26, Monthly Parking Permit ",65,,Monthly,,,,,,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Mid City, Parking, Disabled","Parking Rates, Mid City Lots,  7,  8,  and 12,  Vehicles Displaying Current and Valid Disabled Placards",,Free,,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Monthly Parking","Parking Rates and Permit Fees, Beach Lot Permits,  California Resident Day Beach Permits, Monthly",27,,Monthly,,,,,Monthly beach permits are valid from the 1st of the month to the last day of the month,,"Day Beach permits are issued only to California Residents who can provide current California Driver’s License and California vehicle registration reflecting applicant's name and residential address. Day Beach permits are valid at City of Santa Monica beach lots 1N - 9N, 2S - 5S, excluding the two-hour short-term areas. Day Beach permits are not valid on the Pier deck or in the Annenberg Beach House lot. Permits are valid sunrise to sunset only."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Parking, Annual","Parking Rates and Permit Fees, Day Beach Lot Permits, Pier and Beach Employee Permits for businesses along the beach or Santa Monica Pier, Annual Permit",155,,Annual ,,,,,Annual beach permits are valid from January 1 to December 31.,,"Day Lot permits are issued only to employees of businesses located along the Santa Monica Pier or Beach. Applicants must provide:
•Proof of employment from a business that is a tenant of the Santa Monica Pier or beach  (e.g., current pay stubs, employee ID badge, or a recently dated letter from your employer on company letterhead) 
•Current California vehicle registration
•Proof of California residency (California driver’s license or California ID card)
Day Lot permits are valid only while user is on work duty."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Parking, Semi-Annual","Parking Rates and Permit Fees, Day Beach Lot Permits, Pier and Beach Employee Permits for businesses along the beach or Santa Monica Pier, Semi-Annual Permit",105,,Semi-Annual,,,,,Semi-Annual beach permits are valid from January 1 to June 30 or July 1 to December 31.,,"Day Lot permits are issued only to employees of businesses located along the Santa Monica Pier or Beach. Applicants must provide:
•Proof of employment from a business that is a tenant of the Santa Monica Pier or beach  (e.g., current pay stubs, employee ID badge, or a recently dated letter from your employer on company letterhead) 
•Current California vehicle registration
•Proof of California residency (California driver’s license or California ID card)
Day Lot permits are valid only while user is on work duty."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking Permit, Beach Parking, Day Beach Permit, Monthly Parking","Parking Rates and Permit Fees, Day Beach Lot Permits, Pier and Beach Employee Permits for businesses along the beach or Santa Monica Pier, Monthly Permit",27,,Monthly,,,,,Monthly beach permits are valid from the 1st of the month to the last day of the month.,,"Day Lot permits are issued only to employees of businesses located along the Santa Monica Pier or Beach. Applicants must provide:
•Proof of employment from a business that is a tenant of the Santa Monica Pier or beach  (e.g., current pay stubs, employee ID badge, or a recently dated letter from your employer on company letterhead) 
•Current California vehicle registration
•Proof of California residency (California driver’s license or California ID card)
Day Lot permits are valid only while user is on work duty."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  South Beach Zone Permits,  for Employees of Main Street businesses,  Valid only while on work duty",155,,Annual,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  South Beach Zone Permits,  for Employees of Main Street businesses,  Valid only while on work duty",105,,Semi-Annual,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  South Beach Zone Permits,  for Employees of Main Street businesses,  Valid only while on work duty",20,,Monthly,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  Overnight Resident & Guest Beach Permits,  for residents living in the North,  South,  or Central Beach Zones",150,,Annual,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  Overnight Resident & Guest Beach Permits,  for residents living in the North,  South,  or Central Beach Zones",75,,Semi-Annual,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  Overnight Resident & Guest Beach Permits,  for residents living in the North,  South,  or Central Beach Zones",15,,Monthly,,,,,Annual beach permits are valid from January 1 to December 31,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Beach Lot Permits,  California Resident Senior Beach Permits,  Annual",2.2,,Annual,,,,,Vehicles displaying current and valid Disabled Placards or Disabled license plates shall park for free in beach lots from sunrise to sunset. Disabled Placard holders do not need to purchase beach parking permits.,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Main Street, Parking, Hourly Parking","Parking Rates, Main Street Lots 9,  10,  11 and 26,  Hourly Rate",1,,Hourly,,,,,"Saturdays & Sundays, 6:00 AM – 5:00 PM: 4 hour maximum.  All other times: 6 hour maximum.  Open for public parking 24/7.",,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates, Mid City, Parking, Hourly Parking","Parking Rates, Mid City Lots,  7,  8,  and 12,  Hourly Rate",1,,Hourly,,,,,Maximum: $14.00 per day,, Open for public parking 24/7.
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Mid City Lots, 7, 8, and 12, Parking ","Parking Rates, Mid City Lots,  7,  8,  and 12, Daily Maximum",14,,Per Entry,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center Parking Structure, Employees Working in Commercial Establishments - Semi-Daily (up to six hours) with validation",6,,Semi-Daily,,,,,,,"Employees working in commercial establishments located within the area bounded by California Avenue on the North, Lincoln Boulevard on the East, Pico Boulevard on the South and Ocean Avenue on the West, including businesses on the East and West sides of Lincoln Boulevard and North and South sides of Pico Boulevard.  Rate with validation (up to six hours {07/01/17 - 06/30/18}). 
"
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Downtown Parking Structures 1 through 9, and the Ken Edwards Center Parking Structure, Employees Working in Commercial Establishments - Daily with validation (more than 6 and up to 12 hours).",9,,Daily,,,,,,,"Employees working in commercial establishments located within the area bounded by California Avenue on the North, Lincoln Boulevard on the East, Pico Boulevard on the South and Ocean Avenue on the West, including businesses on the East and West sides of Lincoln Boulevard and North and South sides of Pico Boulevard. Rate with validation (more than 6 and up to 12 hours 
{07/01/17 - 06/30/18}).
"
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Parking, Reserved Parking, Construction Parking","Parking Rates and Permit Fees, Civic Center Parking Structures and Civic Auditorium Parking Lot,  Downtown Parking Structures 1 through 9, Ken Edwards Center Parking Structure,  Main Street and Mid City Lots, Parking Spaces for Construction or Other Exclusive Use",,"3x Daily Maximum, Rate Per Space Per Day",,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  First permit",20,,Annual,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permit,  Resident Permits,  Second permit",25,,Annual,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  Third permit",40,,Annual,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  Fourth permit or more",60,,Annual,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits ,  Resident Permits,  First permit,  6 months or fewer ",10,,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  Second permit,  6 months or fewer ",15,,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  Third permit,  6 months or fewer ",25,,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Resident Permits,  Fourth permit or more,  6 months or fewer ",35,,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Preferential Parking, Parking Permit, Resident Parking, Resident Permit, Visitor Permit, Guest Permit","Parking Rates and Permit Fees, Preferential Parking Permits,  Visitor Permit, Annual (2 Maximum/Household)",30,,each,,,,,Maximum two (2) per household,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","Applicant must provide proof of residency such as a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address. We do not accept leases, rental agreements, or IDs as sufficient proof. A ""Visitor"" permit may be used in any car, including the resident's car, and grants the exact same parking privileges as a Resident permit."
Housing and Economic Development,Pier Management,Carousel Ride,,"carousel, merry-go-round, ticket, fare, price ",Santa Monica Pier Carousel - Public Ride Fee : Adults (15 years of age and older),2,,per adult,,,,,"Children two years of age and under are permitted to ride for free when accompanied by a ticketed adult.
Per Resolution No. 10462 (CCS), this fee is not subject to the annual administrative revision and increase.","<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Preferential Parking, Parking Permit, Resident Parking, Resident Permit, Parking","Parking Rates and Permit Fees, Preferential Parking Permits,  Visitor Permit, 6 months or fewer ",15,,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","Applicant must provide provide proof of residency such as a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address PLUS California Vehicle Registration reflecting your name and current Santa Monica residential address (not a PO Box or business address). Temporary registration is not acceptable. A ""Resident"" permit is valid only for the specific license plate number it is issued to and is not transferrable to any other car."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits (Resident/Visitor),  Zone P,  Barnard Way,  Each Additional Permit After the First One,  6 months or fewer ",50,,,,,,,Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit www.smgov.net/prefpark for eligibility requirements,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","Applicant must provide proof of residency such as a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address. We do not accept leases, rental agreements, or IDs as sufficient proof. A ""Visitor"" permit may be used in any car, including the resident's car, and grants the exact same parking privileges as a Resident permit."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Preferential Parking, Parking Permit, Resident Parking, Resident Permit, Visitor Permit, Guest Permit","Parking Rates and Permit Fees, Preferential Parking Permits (Resident/Visitor),  Zone P,  Barnard Way,   Each Additional Permit After the First One,  Annual",100,,Annual,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","Applicant must provide proof of residency such as a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address. We do not accept leases, rental agreements, or IDs as sufficient proof. A ""Visitor"" permit may be used in any car, including the resident's car, and grants the exact same parking privileges as a Resident permit."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Preferential Parking Permits (Resident/Visitor),  Temporary 30-Day Permit,  New Resident only","Parking Rates and Permit Fees, Preferential Parking Permits,  Temporary 30-Day Permit,  New Resident with a lease only",,Free,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","If you are a brand new resident moving into an unoccupied, vacant dwelling and have not yet received any bills, you may bring in your rental agreement or lease to receive a temporary parking permit which can be made valid for up to 30 days. Thereafter, you must provide a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address to purchase permits."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates, Permit Fees, Preferential Parking, Parking Permit, Resident Parking, Resident Permit, Visitor Permit","Parking Rates and Permit Fees, Preferential Parking Permits,  One-Day Temporary Guest Permit,  Self print from website",,Free,,,,,,,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>","Applicant must provide proof of residency such as a current utility bill, cable bill, phone bill, credit card bill or bank statement showing your name and current Santa Monica residential address. We do not accept leases, rental agreements, or IDs as sufficient proof."
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Preferential Parking Permits, Visitor Permit,  One-Day Temporary Guest Permit,  Pick up in office",2,,"Per Permit, Per Day",,,,,Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit www.smgov.net/prefpark for eligibility requirements,"Only residents who live on a block with preferential parking restrictions are eligible to purchase a permit. Visit <a target=""_blank"">www.smgov.net/prefpark,/a> for eligibility requirements.</a>",
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, On-Street Meters,  Downtown Zone ",2,,Hourly,,,,,Meters do not allow vehicles to park beyond the posted maximum time limit,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, On-Street Meters,  Beach Zone ",2,,Hourly,,,,,Meters do not allow vehicles to park beyond the posted maximum time limit,,
Planning and Community Development,Parking Operations,Parking Fees,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, On-Street Meters,  Citywide Zone (all other on-street parking) ",1,,Hourly,,,,,Meters do not allow vehicles to park beyond the posted maximum time limit,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees,  Driveway Parking Permits, Owner or Occupant of a Single-Unit Commercial Property for On-Street Parking to Block Own Driveway",30,,Annual,,,,,,,
Planning and Community Development,Mobility and Traffic Management,Permits,,"TDM Plan, transportation, parking",Developer Initial TDM Fee - Simple,429.55,,,,,,,,,
Planning and Community Development,Mobility and Traffic Management,Permits,,"TDM Plan, transportation, parking",Developer Initial TDM Fee - Complex,1575,,,,,,,,,
Planning and Community Development,Mobility and Traffic Management,Permits,,"TDM Plan, transportation, parking",Developer Annual TDM Fee - Simple,238.64,,,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees,  Preferential Parking Permits for Employees of Businesses and Commercial Property Owners,  per SMMC 3.10.010 ",30,,Quarterly,,,,,"Subject to the eligibility requirements established in SMMC 3.10.020 and any administrative regulations established thereto, a business or commercial property owner with legal nonconforming on-site parking located within a 1500 foot radius of one of the blocks specified in this Section may be issued preferential parking permits by the City. The total number of permits for this area shall not exceed 20.",,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees,  Replacement Permits,  First Replacement  (with police report)",,Free,,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees,  Replacement Permits,  Second Replacement (with police report)",,50% of Original Permit Rate,,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees,  Replacement Permits, Third Replacement or Lost Permit Without Police Report",,Full Rate,,,,,,,,
Planning and Community Development,Parking Operations,Permits,,"Parking Rates and Permit Fees, Annenberg Community Beach House Lot,  Parking","Parking Rates and Permit Fees, Other Parking Fees, Access Cards, Non-refundable Fee",10,,Each,,,,,,,
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  (1-99 Guests)",250,,per hour,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (1-99 Guests)",200,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% Discount (1-99 Guests)",163,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours   (100-199 Guests)",350,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (100-199 Guests)",280,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 35% Discount (100-199 Guests)",228,,per hour,,,,,Discount given to midweek alcohol-free parties hosted by nonprofit groups. Only nonprofit groups with documented tax-exempt status shall be eligible for discount. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel  Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours   (200-299 Guests)",400,,per hour,,,,, This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
Housing and Economic Development,Pier Management,Carousel Rental (After Hours),,"event, rental, room, party, carousel, pier, kids, room, amusement park, merry-go-round, Pier, weddings, birthday, parties, bar bas bat mitzvahs, receptions, bridal shower, baby shower, retirement, fundraisers, corporate, engagement, memorial,product launch, ","Santa Monica Pier Carousel Rental Rates, Private Events Held After Regular Operating Hours  with 20% Discount (200-299 Guests)",320,,per hour,,,,,Discount given to midweek and off-season parties. This fee is not subject to the annual administrative revision and increase per resolution.,"<a href=""http://www.smgov.net/Departments/OPM/content.aspx?id=30818 "" target=""_blank""> http://www.smgov.net/Departments/OPM/content.aspx?id=30818</a>",
