Department,Division,Category,Activity,Keywords,Fee Name/Description,Fee,Fee - Other,Unit,Additional Fee,Additional Fee Unit,Deposit,Rate Tier,Comments,External Link(s),Notes
Fire,Fire,New Construction,,"storage, tank, underground, modify",Storage tank underground modify -simple,487.00,,,,,,,,,
Fire,Fire,New Construction,,"storage, tank, underground, clean",Storage tank underground modify - complex,"1,885.12",,,,,,,,,
Fire,Fire,New Construction,,"reinspection, senior, inspector",Annual Permit - aircraft refueling facility,344.39,,,,,,,,,
Fire,Fire,New Construction,,"reinspection, environmental, compliance",Annual Permit - aircraft repair hangar,344.39,,,,,,,,,
Fire,Fire,New Construction,,"site, inspection, floor, additional",Annual Permit - ambulatory surgical center,612.62,,,,,,,,,
Fire,Fire,New Construction,,"alternate means/methods, applications",Annual Permit - approved  production facilities,344.39,,,,,,,,,
Fire,Fire,New Construction,,"off-hour, inspection, expedited, plan, review",Annual Permit - candles open flame annual,209.63,,,,,,,,,
Fire,Fire,Events/Special,,"tents, canopies",Annual Permit - carnivals or fairs,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"tents, canopies",Annual Permit - Christmas tree lots,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"tents, canopies",Annual Permit - combustible dust products,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"permit, candles, flame, special",Annual Permit - combustible fibers,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"permit, carnivals, fairs",Annual Permit - combustible materials,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"permit, Christmas, tree",Annual Permit - convalescent hospital,908.46,,,,,,,,,
Fire,Fire,Events/Special,,"permit, LPG, special, event",Annual Permit - daycare under 50 occupants,242.84,,,,,,,,,
Fire,Fire,Events/Special,,"inspection, other, special, event",Annual Permit - daycare over 50 occupants,464.71,,,,,,,,,
Fire,Fire,Events/Special,,"studio, theatre, stage, pyrotechnic, SFX",Annual Permit - explosives,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"fire, FSO",Annual Permit - high piled combustible storage,344.39,,,,,,,,,
Fire,Fire,Events/Special,,"fire, officer, FSO, vehicle, fee",Annual Permit - hospital,"1,204.29",,,,,,,,,
Fire,Fire,Events/Special,,"special, event, inspection, review",Annual Permit - hot work open flame,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, aircraft, refuel",Annual Permit - industrial ovens,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, aircraft, repair, hangar",Annual Permit - laboratory,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, ambulatory, convalescent",Annual Permit - LPG-annual,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, production",Annual Permit - preschool,316.80,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, candles, flame",Annual Permit - public school,908.46,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, combustible, dust",Annual Permit - private school,908.46,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, combustible, fibers","Annual Permit - public assembly, <300 occupants",464.71,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, combustible","Annual Permit - public assembly, 300+ occupants",612.62,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, convalescent",Annual Permit - repair garage,361.77,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, daycare",Annual Permit - residential care,612.62,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, daycare",Annual Permit - spraying/dipping,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, explosives",Other inspections - annual not otherwise listed,344.39,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, high, combustibles, storage","Annual commercial inspections: individual suite or unit, 0-500 sf",24.89,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, hospital","Annual commercial inspections: individual suite or unit, 501-2,000 sf",116.64,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, hot, open, flame","Annual commercial inspections: individual suite or unit, 2,001-5,000 sf",153.99,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, industrial, ovens","Annual commercial inspections: individual suite or unit, 5,001-10,000 sf",191.34,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, laboratory","Annual commercial inspections: individual suite or unit, >10,000 sf",266.05,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, LPG, annual",Annual commercial inspections - common area: base 1st story (includes single story buildings),79.29,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, preschool","Annual commercial inspections - common area: 0-2,000 sf per floor",79.29,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, public, school","Annual commercial inspections - common area: 2,001-5,000 sf per floor",91.73,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, private, school","Annual commercial inspections - common area: 5,001-10,000 s.f per floor",104.19,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, public, assembly <300","Annual commercial inspections - common area: >10,001 sq ft",116.64,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, public, assembly >300",Annual multi-family residential  inspections: 3-15 units,135.66,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, repair, garage",Annual multi-family residential  inspections: 16-49 units,182.54,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, residential, care",Annual multi-family residential  inspections: 50-99 units,229.40,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, spraying, dipping",Annual multi-family residential  inspections: 100 units and over,323.14,,,,,,,,,
Fire,Fire,Annual Permits,,"permit, vehicle, building, auto","High rise fire inspections, 55-75 ft","1,982.48",,,,,,,,,
Fire,Fire,Annual Permits,,"uniform, fire, code, permits, other","High rise fire inspections, >75 ft","2,629.32",,,,,,,,,
Fire,Fire,Annual Inspections,,"permit, high, rise, inspection, fire",Tents & Canopies 401-2000 sq ft,219.76,,,,,,,,,
Fire,Fire,Annual Inspections,,"permit, high, rise, inspection, fire","Tents & Canopies 2,001-5,000 sq ft",319.15,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, suite, unit","Tents & Canopies over 5,000 sq ft",0.08,,per sq ft,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, suite, unit",Candles open flame - special event,62.90,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, suite, unit",LPG special event,219.76,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, suite, unit",Vehicle in building - special event,219.76,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, suite, unit",Studio & theater occupancies - pyrotechnic SFX app sound stage,"1,213.78",,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, common area",Studio & theater pyrotechnic SFX -  location filming,361.77,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, common",Special Event Review,233.30,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, common",Commercial Umbrella Permit,62.90,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, common",Other inspections - special events,344.39,,,,,,,,,
Fire,Fire,Annual Inspections,,"commercial, inspection, common",CUPA - city administrative fee - per CUPA Facility,636.44,,,,,,,,,
Fire,Fire,Annual Inspections,,"residential, inspection, family, multi",CRTK hazardous materials inspection - category 1A,170.40,,,,,,,,,
Fire,Fire,Annual Inspections,,"residential, inspection, family, multi",CRTK hazardous materials inspection - category 2B,340.80,,,,,,,,,
Fire,Fire,Annual Inspections,,"residential, inspection, family, multi",CRTK hazardous materials inspection - category 2,681.60,,,,,,,,,
Fire,Fire,Annual Inspections,,"residential, inspection, family, multi",CRTK hazardous materials inspection - category 3,"1,192.81",,,,,,,,,
Fire,Fire,Annual Inspections,,"inspection, other",CRTK hazardous materials inspection - category 4,"1,704.02",,,,,,,,,
Fire,Fire,CUPA,,"hazardous, materials, inspection, CRTK",CUPA - annual CalARP Review: level 1 - per facility,935.31,,,,,,,,,
Fire,Fire,CUPA,,"hazardous, materials, inspection, CRTK",CUPA - annual CalARP Review: level 2 - per facility,"1,558.85",,,,,,,,,
Fire,Fire,CUPA,,"hazardous, materials, inspection, CRTK",CUPA - annual CalARP Review: level 3 - per facility,"3,117.72",,,,,,,,,
Fire,Fire,CUPA,,"hazardous, materials, inspection, CRTK","CUPA - per facility, CalARP Review - add'l rev &insp",,Actual Cost,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review",CUPA - county charges (set by and passed through to LA County): hazardous waste generation-silver waste only 1,295.00,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review","CUPA - county charges (set by and passed through to LA County): hazardous waste generation, 1-5 Employees 1",590.00,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review","CUPA - county charges (set by and passed through to LA County): hazardous waste generation, 6-19 Employees 1",828.00,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, CalARP, ARP, review","CUPA - county charges (set by and passed through to LA County): hazardous waste generation, 20-100 Employees 1","1,131.00",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, silver","CUPA - county charges (set by and passed through to LA County): hazardous waste generation, 101-500 Employees 1","1,644.00",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation","CUPA - county charges (set by and passed through to LA County): hazardous waste generation, 501 Employees and over 1","2,815.00",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation",CUPA - county charges (set by and passed through to LA County): hazardous waste generation/tiered permit-conditionally exempt 1,139.00,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation",CUPA - county charges (passed through to LA County): hazardous waste generation/tiered permit-conditionally authorized 1,916.00,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation",CUPA - county charges (passed through to LA County): hazardous waste generation/tiered permit-permit by rule 1,"1,308.00",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation",CUPA - state underground storage tank administrative charges (passed by State): underground storage tank oversight1,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, exempt, permit",CUPA - State Administrative Surcharge (passed by State): all CUPA facilities1,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, permit","CUPA - state underground storage tank administrative charges (set by and passed through to LA County): CalARP, per facility1",,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, hazardous, waste, generation, tiered, permit, conditional","CUPA - state underground storage tank administrative charges (set by and passed through to LA County): Electronic Surcharge, per facility1",,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, oversight",CUPA - state aboveground tank administrative  surcharge (passed through CA)1,,State set charge,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank",Aboveground Tank (AST < 10K gallon),681.60,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, CalARP, ARP",Aboveground Tank (AST > 10K gallon),"1,363.22",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, under, storage, tank, electronic, surcharge",Underground Tank Permit (Base & 1st Tank),"2,330.19",,,,,,,,,
Fire,Fire,CUPA,,"CUPA, above, tank, surcharge",Underground Tank Permit (ea add'l Tank),466.04,,,,,,,,,
Fire,Fire,CUPA,,"CUPA, fee",Underground Tank Permit (Exempt),466.04,,,,,,,,,
Fire,Fire,CUPA,,"aboveground, tank",Final building inspection,586.95,,,,,,,,,
Fire,Fire,CUPA,,"aboveground, tank",Miscellaneous - alternate methods applications,"1,384.18",,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit, base","Miscellaneous - compliance reinspections, resubmittals or retesting",344.39,,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit",Miscellaneous - inspection services,344.39,,,,,,,,,
Fire,Fire,CUPA,,"underground, tank, permit, exempt",Miscellaneous - special event inspection or  special event review,344.39,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"compliance, reinspection, resubmittal, retest","Miscellaneous - additional site inspection per additional floor, suite or area",344.39,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"inspection, services",Miscellaneous - off-hour inspection /expedited plan review,847.57,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"fire, marshal","Miscellaneous - uniform fire code permits, others",310.56,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"senior, fire, inspector","Reinspection, Senior Fire Inspector",323.42,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"senior, fire, inspector, hazmat, hazardous","Reinspection, Environmental Compliance Specialist",169.18,,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"fire, inspector",Advanced Life Support Assessment Fee  (The difference between the Los Angeles County approved Advanced Life Support rate and the Los Angeles County Basic Life Support rate.),,County Set Charge,,,,,,,,
Fire,Fire,Miscellaneous Fees,,"environmental, compliance, specialist",Code-3 Response Fee-Lights and Siren (The fee is set by LA County),,County Set Charge,,,,,,,,
Fire,Fire,Suppression and Rescue Fee,,"nursing, facility, patient, care, fee",Administrative Costs: Assistant Fire Marshal  (each hour or fraction),,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Suppression and Rescue Fee,,"hazardous, materials, vehicle, accident, fee",Administrative Costs: Senior Fire Inspector (each hour or fraction),,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Miscellaneous Fees,,"Advanced Life Support, ALS, 911, Paramedics, Emergency",Administrative Costs: Senior Fire Inspector-Hazmat (each hour or fraction),,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Miscellaneous Fees,,"Code-3 Response, Lights and Sirens, Emergency, Paramedics",Administrative Costs: Fire Inspector (each hour or fraction),,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Miscellaneous Fees,,,Administrative Costs: Environmental Compliance Specialist (each hour or fraction),,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Miscellaneous Fees,,,"Administrative Costs: Fire Safety Officer Assignment, 4 hour minimum (each hour or fraction)",,Actual Cost,per hour,,per hour,,,,,
Fire,Fire,Miscellaneous Fees,,,Fire Safety Officer Assignment vehicle fee,63.73,,,,,,,,,
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Single Evening Performance, Non-Profit Organization",360.00,,,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Single Weekend Matinee, Non-Profit Organization - Any Show Over an Hour",300.00,,,,,,,"Four (4) shows per weekend.
This fee is not subject to the annual administrative revision and increase per resolution.","Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Single Weekend Matinee, Non-Profit Organization - Any Show Under an Hour",180.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Single Weekday Matinee, Non-Profit Organization",102.00,,,,,,,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental, Weekly Rental Charges: 3 weeks or less, Non-Profit Organization",800.00,,3 shows per weekend,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,Fee includes 25 hours of rehearsal time.  This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental, Additional Rehearsal/Usage Time, Non-Profit Organization",40.00,,per hour,,,,Non-Profit Organization,Additional Rehearsal/Usage Time for user groups exceeding the 25-hour rehearsal time included in weekly rentals fee.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Monday - Thursday (9 - 5), Non-Profit Organization",24.00,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Monday - Thursday (5 - 11), Non-Profit Organization",30.00,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Saturday - Sunday (9 - 5), Non-Profit Organization",36.00,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Cultural Affairs,Arts and Enrichment,Permits,"Theater rentals, theatre rentals, rehearsal space, filming, Miles, Miles Playhouse","Miles Memorial Playhouse - Rental,  Hourly Rental Rates: Saturday - Sunday (5 - 11), Non-Profit Organization",42.00,,per hour,,,A deposit of 50% of rental is due 12 weeks prior to date of use.,Non-Profit Organization,This fee is not subject to the annual administrative revision and increase per resolution.,"Additional information is available at: 
<a href=""http://www.smgov.net/departments/ccs/milesplayhouse/"">http://www.smgov.net/departments/ccs/milesplayhouse/</a>",
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Annual Permit, Miscellaneous Facilities",100.00,,per year,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  January - March, Miscellaneous Facilities",100.00,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  April - June, Miscellaneous Facilities",75.00,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  July - September, Miscellaneous Facilities",50.00,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Community Gardens/Gardening,"Community Gardens, Gardening, Garden Sharing, City Gardens","Community Gardens, Partial Year Permit, Between  October - December, Miscellaneous Facilities",25.00,,,,,,,"Permits are valid January 1 – December 31. 
Garden plots are permitted to Santa Monica residents only in accordance with conditions set forth in the Community Gardens Permit Agreement.",,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,,"Lawn Bowling, Lawn Bowling Maintenance Charge, Lawn Bowling Facilities, Douglas Park, Douglas Park Lawn bowling","Douglas Park Lawn Bowling Green, Annual Maintenance Charge, Miscellaneous Facilities","2,020.65",,,,,,,The use of the Douglas Park Lawn Bowling Green is permitted to the Santa Monica Lawn Bowling Club.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Permits,"BBQ, Picnic Tables, Grills, Park, Permit, Group, Event","Group BBQ/Picnic Areas (up to 150 people),  Resident, Miscellaneous Facilities",60.00,,"per 4 - hour block, additional fee for extra hours",15.00,per hour,,Residents,Groups over 150 people must apply for a Community Events Permits.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Community Recreation,Miscellaneous Fees,Permits,"BBQ, Picnic Tables, Grills, Park, Permit, Group, Event","Group BBQ/Picnic Areas (up to 150 people), Non-Resident, Miscellaneous Facilities",90.00,,"per 4 - hour block, additional fee for extra hours",22.50,per hour,,Non-Residents,Groups over 150 people must apply for a Community Events Permits.  This fee is not subject to the annual administrative revision and increase per resolution.,,
Community and Cultural Services,Human Services,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps Permit",116.87,,,,,,,"All permits expire December 31st of each year, regardless of date issued.
Permit fees shall be subject to the City’s annual administrative revision and increase 
set forth in this resolution.
No more than 15 small and 15 medium or large permits may be issued for 
 Palisades Park. A Request for Proposal process, lottery or other allocation 
These permit fees do not apply to surf instruction for compensation and commercial 
 groups requiring a Youth Group Beach/Water Activity Permit.

  This fee is not subject to the annual administrative revision and increase per resolution.",,
Community and Cultural Services,Human Services,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit, Request for Proposal, lottery, allocation process","Commercial Fitness or Athletic Instruction, Permit fee if a Request for Proposal process, lottery or other allocation process is required.",175.30,,,,,,,"All permits expire December 31st of each year, regardless of date issued.
Permit fees shall be subject to the City’s annual administrative revision and increase 
set forth in this resolution.
No more than 15 small and 15 medium or large permits may be issued for 
 Palisades Park. A Request for Proposal process, lottery or other allocation 
These permit fees do not apply to surf instruction for compensation and commercial 
 groups requiring a Youth Group Beach/Water Activity Permit.

This fee is not subject to the annual administrative revision and increase per resolution.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: small group size (not more than 2)",450.00,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.  
The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: medium group size (not more than 10), Use Charge",900.00,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.   
The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, General Permit: large group size (more than 10), Use Charge","1,350.00",,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.   
The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: small group size (not more than 2)",675.00,,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.  
 The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: medium group size (not more than 10)","1,350.00",,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.   
The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Permits,Commercial Fitness or Athletic Instruction,"Fitness, Class, Instruction, Training, Boot camp, Trainer, Athletic, Camp, Park, Beach, Palisades Park, Permit","Commercial Fitness or Athletic Instruction, Classes or Camps at SM Parks and Beach, Palisades Park Permit: large group size (more than 10)","2,025.00",,,,,,,"In addition to a Permit Fee, Permittee shall pay a quarterly flat rate use charge as indicated.   The annual use charge for permittees committing to use Reed Park exclusively for their training activities is waived.
below. Charges are determined by the number of participants in the group and vary 
depending upon the park and/or beach location. The charges are based on a 
calendar year quarter and are not pro-rated or refundable.",,
Community and Cultural Services,Community Recreation,Sports,Permits,"Surf instructor annual fees, permit fees, surf camp, sand camp, beach, beach activity, water, water activity, youth","Surfing instruction or Youth Group Beach/Water Activity Permit Fees, Surfing instruction or Youth Group Beach/Water Activity on Santa Monica State Beach",175.30,,,,,,,"An additional charge consisting of a percentage of gross receipts shall be charged for authorization to provide surfing instruction and youth group beach/water activity on Santa Monica State Beach. The exact percentage of gross receipts to be paid shall be proposed by applicants and shall be a criterion used in the awards of permits. Preference shall be granted to proposals with higher percentages. The minimum percentage shall be ten percent of gross receipts.
Youth Group Beach/Water Activity permittees that use the beach no more than twice a week are exempt from the permit fee and use charge. 
Accredited educational institutions providing surf instructions are exempt from the permit fee and use charge.",,
